n,p,k,temperature,humidity,ph,rainfall,label
103.0,72.0,51.0,26.12643374,81.81365007,6.099478745,104.4812858,banana
92.0,75.0,45.0,29.01207743,77.95192527,5.674403358999999,90.43495443,banana
93.0,85.0,49.0,27.96799119,79.28625709,5.694243847,119.4765557,banana
120.0,87.0,52.0,28.0764455,76.05522115,5.905494703,118.99235729999998,banana
108.0,72.0,46.0,25.16278237,84.97849241,6.110844721,90.94554618,banana
105.0,88.0,54.0,25.78749808,84.51194224,6.020445317,114.2005455,banana
98.0,79.0,50.0,25.34119774,84.47321314,6.435917308,91.06493353,banana
111.0,88.0,55.0,29.44795403,78.34971537,5.505393832999999,96.45042585,banana
97.0,74.0,45.0,26.47522633,78.51833782,5.677719902000001,113.1161095,banana
95.0,82.0,48.0,27.39489579,83.31172003,5.719014989,92.78133617,banana
89.0,91.0,55.0,25.08347445,80.26173100000003,6.275572297999999,94.32961456,banana
89.0,85.0,55.0,26.671983500000003,76.48541655,6.275384607,91.73358569,banana
118.0,88.0,51.0,25.44926208,79.49221962,6.201911642000001,100.6619171,banana
101.0,92.0,45.0,28.22776705,80.64303840000002,5.758054257,98.00403016,banana
99.0,92.0,47.0,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,banana
82.0,77.0,46.0,28.9470467,82.1888998,5.901100841,95.83016448,banana
90.0,86.0,55.0,27.96236771,84.15403614,5.644486582000001,97.55986676,banana
95.0,88.0,52.0,28.00316034,78.90085998,6.235461772000001,94.68180316,banana
104.0,73.0,46.0,29.1400919,80.1190228,6.28236237,90.45142867,banana
102.0,73.0,52.0,27.9122104,83.36307683,6.356090905,90.24211529,banana
100.0,74.0,52.0,25.43480512,81.53977797,5.837258235,96.47800391,banana
94.0,89.0,48.0,28.55980972,84.51602322,5.653437902,111.0843029,banana
99.0,70.0,46.0,26.59580783,82.99556744,5.727469947,100.5123341,banana
112.0,87.0,48.0,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana
117.0,82.0,45.0,25.29391516,79.29122198,5.614471478,105.4220251,banana
96.0,86.0,51.0,29.90888522,76.98740841,6.257369799,91.99964712,banana
113.0,85.0,45.0,27.94972463,76.63713353,6.037430836,109.0921631,banana
105.0,93.0,46.0,25.01018457,78.76260938,5.760457558,108.3690513,banana
85.0,89.0,51.0,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana
108.0,94.0,47.0,27.35911627,84.54625006,6.387431382999999,90.81250457,banana
92.0,81.0,52.0,28.0106804,76.52808057,5.891413895,103.7040783,banana
110.0,71.0,54.0,28.67208915,82.20793613,5.725418961,94.37987496,banana
82.0,75.0,55.0,27.34585147,78.48738349999998,6.281069505,92.15524332,banana
117.0,81.0,53.0,29.50704598,78.20585613,5.507641777999999,98.12565829,banana
2.0,40.0,27.0,29.73770045,47.54885174,5.954626604,90.09586854,mango
39.0,24.0,31.0,33.55695561,53.72979826,4.757114897,98.67527561,mango
21.0,26.0,27.0,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango
25.0,22.0,25.0,33.56150184,45.53556603,5.977413802999999,95.70525913,mango
0.0,21.0,32.0,35.89855625,54.25964196,6.430139436,92.19721736,mango
20.0,19.0,35.0,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
19.0,21.0,34.0,30.01592643,53.19212381,5.074272692,97.72843182,mango
18.0,17.0,31.0,31.74592134,45.16127859,5.667507706,93.75441586,mango
11.0,36.0,33.0,35.99009679,52.22780489,5.978634285,95.3713484,mango
30.0,28.0,30.0,31.86641378,52.19331595,5.064613314,98.46768642,mango
18.0,19.0,27.0,27.75518664,52.34605806,4.772385986000001,94.11213345,mango
23.0,23.0,27.0,34.72413192,51.4271781,5.161148592,97.31258083,mango
37.0,30.0,34.0,27.53907547,53.63549533,6.797779227,99.35408185,mango
11.0,27.0,30.0,27.69637763,48.56224879999999,6.39474303,89.85646496,mango
12.0,19.0,31.0,27.25373364,52.66319725,5.566704378,91.87312479,mango
3.0,28.0,33.0,30.33723921,48.88704844,5.755049971,94.42850522,mango
37.0,38.0,32.0,31.85744939,45.53106268,5.417340525,91.55845821,mango
26.0,37.0,30.0,35.39986338,49.45962621,6.166173833999999,97.41054011,mango
14.0,18.0,30.0,29.80747243,52.13797867,5.191265116,95.74606104,mango
40.0,16.0,35.0,34.16438906,54.16482251,4.954739564,98.33351125,mango
4.0,20.0,25.0,28.93270187,47.94053996,5.664587011,99.9834242,mango
36.0,25.0,33.0,27.98392787,53.33018851,5.548584852,99.61465679,mango
30.0,17.0,31.0,31.20478173,54.49960506,6.804437106,94.62954663,mango
28.0,37.0,28.0,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
38.0,15.0,30.0,28.91862016,48.13974548,5.075504537,97.01331604,mango
12.0,37.0,30.0,31.09779147,47.41196659,4.546466109,90.28624348,mango
38.0,19.0,31.0,34.73823882,49.08864345,5.855119267999999,90.65022183,mango
8.0,33.0,29.0,29.98080499,49.48613279,6.442393461,91.82271568,mango
15.0,27.0,28.0,33.80398664,46.12866113,4.507523551,90.82549241,mango
34.0,16.0,25.0,30.07202564,50.96040505,6.10729559,92.09609766,mango
11.0,36.0,31.0,27.92063282,51.77965917,6.47544932,100.2585673,mango
33.0,29.0,34.0,31.40948821,49.21729127,6.832979508999999,92.99739415,mango
12.0,31.0,26.0,35.7877738,51.94190321,5.395275719,100.2160615,mango
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,98.81596545,mango
5.0,16.0,31.0,35.96054636,48.69677802,4.555688532,98.00644238,mango
1.0,30.0,29.0,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango
16.0,35.0,31.0,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
35.0,18.0,26.0,31.99490489,50.84881347,5.279388967,97.38741498,mango
4.0,40.0,26.0,27.58258929,48.56916221,6.720041791,95.8445641,mango
9.0,29.0,34.0,29.38471637,45.88744691,5.72742254,100.8124659,mango
2.0,38.0,33.0,32.38697531,53.2328243,4.691396195,90.21633216,mango
26.0,32.0,32.0,30.91471455,49.92963856,6.810186079,90.14047759,mango
34.0,38.0,31.0,35.37775595,45.58110023,6.454045329,97.41586402,mango
5.0,32.0,33.0,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
31.0,29.0,26.0,28.22373428,47.40519056,5.024124683999999,97.76832322,mango
34.0,34.0,35.0,27.27433181,47.16808054,6.422710539,95.257992,mango
36.0,19.0,32.0,27.10710832,50.70880979,4.94295037,92.37238878,mango
7.0,17.0,26.0,34.89226666,48.75613373,6.414526606,91.63074547,mango
38.0,15.0,27.0,33.7462686,48.50387598,6.777788126,92.26439205,mango
5.0,19.0,25.0,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
37.0,36.0,26.0,32.89300162,52.61323969,4.650536197,94.49161372,mango
21.0,31.0,32.0,35.38598705,51.42664176,5.254532213,90.29643888,mango
37.0,36.0,27.0,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
23.0,23.0,30.0,32.82141065,47.45553843,4.755273631000001,90.89173106,mango
36.0,26.0,26.0,30.17294105,51.0845903,6.814630246,95.23444287,mango
24.0,33.0,35.0,29.26382931,54.82257868,5.342866119,100.7586226,mango
26.0,18.0,30.0,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
22.0,17.0,26.0,28.69818144,47.71875722,4.754435025,99.642454,mango
11.0,34.0,32.0,29.14305008,49.40983294,6.831706773,97.55155537,mango
29.0,35.0,28.0,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,mango
22.0,28.0,26.0,27.67256197,45.41692012,4.947683034,92.84991507,mango
23.0,24.0,32.0,28.1218093,46.16888595,5.630619901,93.30247448,mango
1.0,35.0,34.0,30.79375683,46.69536813,6.27339822,92.21318555,mango
2.0,24.0,34.0,28.89409382,54.80750249,6.472774648,94.76322976,mango
39.0,37.0,25.0,33.33024826,45.61143594,6.953246506,98.28583013,mango
15.0,36.0,27.0,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango
3.0,18.0,31.0,31.65333432,48.20662669,6.392313972999999,91.09745581,mango
8.0,38.0,32.0,29.75150773,46.73723302,4.981816523,91.405983,mango
33.0,31.0,34.0,31.32995611,50.22287593,5.421265282999999,89.78216168,mango
14.0,29.0,32.0,35.63627319,48.97047762,6.942520105,97.51952041,mango
18.0,20.0,26.0,31.66524687,51.98594645,5.435840509,89.98024312,mango
9.0,21.0,32.0,32.26935342,53.56092806,5.870116071,95.94035356,mango
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,95.89898581,mango
9.0,38.0,25.0,34.58561471,50.34035336,5.497946899,100.3060719,mango
26.0,24.0,34.0,31.27180992,52.23810152,6.811291098,89.74409017,mango
31.0,36.0,29.0,33.93679864,52.72170281,6.460542749,97.4611918,mango
14.0,18.0,35.0,31.09154239,47.02058367,4.791146778,91.46664318,mango
40.0,16.0,35.0,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango
28.0,27.0,34.0,32.45465292,50.69693751,6.526654345,95.04871605,mango
0.0,17.0,30.0,35.47478322,47.97230503,6.279133738,97.79072474,mango
1.0,29.0,29.0,27.32961444,49.30347234,6.052026047000001,93.53197359,mango
2.0,36.0,31.0,30.90225239,49.95955487,5.73171945,91.77522598,mango
12.0,27.0,26.0,29.09382275,45.5661059,5.32307197,96.23520043,mango
7.0,28.0,35.0,30.02086169,46.78393776,4.66910839,96.63721027,mango
0.0,36.0,26.0,34.13072188,51.25786185,5.101206389,96.38808001,mango
26.0,35.0,31.0,33.44619894,53.05980465,5.339556562,98.05089394,mango
27.0,21.0,30.0,35.3915464,52.48823147,5.061081874,91.22881052,mango
22.0,38.0,31.0,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango
22.0,18.0,31.0,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
28.0,23.0,28.0,30.01821337,50.09831810000001,5.676032581,96.08745082,mango
7.0,31.0,27.0,31.32863689,47.59319575,6.524114355,94.67344737,mango
29.0,34.0,26.0,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
8.0,37.0,33.0,28.07802689,54.9640534,6.128167757000001,97.45373619,mango
39.0,16.0,27.0,35.53845018,52.94641947,4.934964765,91.54560427,mango
40.0,24.0,25.0,28.70595247,50.44030129,5.445008416,95.8946444,mango
19.0,38.0,26.0,31.48451729,48.77926304,4.525722333,93.17221967,mango
21.0,21.0,30.0,27.69819273,51.41593238,5.403908327999999,100.7720705,mango
22.0,18.0,33.0,30.41235793,52.48100602,6.621623545,93.92375879,mango
31.0,20.0,30.0,32.17752026,54.01352682,6.207495815,91.88766069,mango
18.0,26.0,31.0,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango
119.0,25.0,51.0,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
119.0,19.0,55.0,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
114.0,8.0,50.0,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon
93.0,22.0,52.0,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
80.0,26.0,55.0,24.53442564,88.989272,6.140099215,49.11618732,watermelon
85.0,27.0,45.0,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
85.0,22.0,53.0,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
82.0,22.0,45.0,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
118.0,13.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
83.0,25.0,53.0,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
86.0,15.0,47.0,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
101.0,10.0,47.0,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
119.0,9.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,watermelon
104.0,17.0,46.0,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
95.0,12.0,51.0,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
102.0,14.0,52.0,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
109.0,21.0,55.0,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
81.0,18.0,50.0,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
105.0,14.0,50.0,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon
97.0,8.0,52.0,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
120.0,19.0,49.0,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon
95.0,16.0,55.0,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
83.0,29.0,52.0,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
83.0,9.0,45.0,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
91.0,21.0,50.0,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
116.0,5.0,54.0,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
88.0,29.0,51.0,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
118.0,15.0,45.0,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,54.82963379,watermelon
106.0,14.0,45.0,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
99.0,5.0,47.0,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
98.0,8.0,51.0,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
108.0,22.0,46.0,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon
119.0,7.0,55.0,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
117.0,27.0,48.0,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon
109.0,10.0,53.0,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon
80.0,16.0,46.0,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
91.0,7.0,53.0,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
86.0,6.0,53.0,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon
107.0,5.0,52.0,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon
103.0,16.0,49.0,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
101.0,20.0,48.0,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon
85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
84.0,7.0,51.0,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
102.0,28.0,54.0,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon
98.0,25.0,52.0,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
97.0,25.0,50.0,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
90.0,16.0,45.0,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon
95.0,12.0,46.0,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
82.0,23.0,49.0,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
82.0,25.0,51.0,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon
110.0,28.0,46.0,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
118.0,21.0,51.0,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
120.0,20.0,45.0,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
91.0,7.0,52.0,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
81.0,6.0,55.0,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
101.0,13.0,54.0,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
101.0,17.0,55.0,24.37118217,87.1269128,6.451499763999999,44.63907691,watermelon
111.0,6.0,53.0,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon
107.0,10.0,49.0,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
115.0,11.0,46.0,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon
84.0,25.0,52.0,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,54.76576239999999,watermelon
91.0,12.0,46.0,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
89.0,22.0,52.0,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
113.0,19.0,46.0,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
97.0,22.0,50.0,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon
117.0,30.0,50.0,24.90123934,87.20772913,6.744966312000001,46.59207341,watermelon
90.0,14.0,52.0,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
104.0,23.0,47.0,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
81.0,16.0,45.0,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon
88.0,5.0,47.0,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
92.0,7.0,45.0,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
81.0,18.0,50.0,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
111.0,5.0,55.0,26.283443,84.42478917,6.520663422,50.78669728,watermelon
108.0,23.0,51.0,26.84366082,83.85039964,6.106500787000001,40.228644,watermelon
113.0,30.0,50.0,26.03967219,83.9862443,6.277484042999999,43.87712348,watermelon
83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
101.0,11.0,51.0,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
114.0,21.0,55.0,25.4438391,87.93923120000002,6.472756256,57.51549686,watermelon
99.0,6.0,45.0,26.12588914,86.5507939,6.000975617000001,40.71210074,watermelon
92.0,20.0,55.0,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon
92.0,7.0,48.0,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
91.0,24.0,55.0,26.27061608,83.09194521,6.259086582999999,46.76837499,watermelon
110.0,21.0,54.0,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
112.0,25.0,51.0,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
89.0,25.0,54.0,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon
100.0,10.0,53.0,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
83.0,22.0,54.0,25.89762315,81.96664832,6.277245253999999,54.49960057,watermelon
95.0,14.0,50.0,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
119.0,30.0,49.0,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
97.0,12.0,47.0,25.28784623,89.63667876,6.765094963999998,58.28697664,watermelon
110.0,7.0,45.0,26.63838589,84.69546874,6.189213927000001,48.32428609,watermelon
96.0,18.0,50.0,25.3310446,84.30533791,6.904241707000001,41.53218699,watermelon
83.0,23.0,55.0,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
120.0,24.0,47.0,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
115.0,17.0,55.0,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
114.0,27.0,48.0,27.82054812,93.03555162,6.528404377999999,26.32405487,muskmelon
101.0,25.0,52.0,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
118.0,18.0,52.0,28.04943594,90.83130708,6.562832807,20.76223014,muskmelon
95.0,26.0,45.0,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
81.0,25.0,49.0,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
117.0,24.0,53.0,29.17220859,92.21405224,6.293486295,21.30290472,muskmelon
114.0,30.0,51.0,29.24908541,90.06998135,6.069171847000001,25.93496537,muskmelon
113.0,6.0,52.0,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
108.0,26.0,52.0,28.82629037,94.26765349,6.201797639,26.23838511,muskmelon
81.0,30.0,48.0,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
115.0,9.0,52.0,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
83.0,7.0,45.0,29.08417927,90.73891887,6.704104127000001,25.33014238,muskmelon
84.0,21.0,55.0,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon
109.0,26.0,45.0,28.27973674,90.38971208,6.224535448999998,21.58992507,muskmelon
95.0,27.0,55.0,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
119.0,5.0,55.0,29.68846716,94.30111601,6.168757984,26.83924845,muskmelon
110.0,14.0,51.0,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon
82.0,18.0,48.0,29.09588297,94.16748386,6.1590508160000015,26.70581328,muskmelon
87.0,14.0,48.0,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon
85.0,9.0,53.0,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon
100.0,6.0,53.0,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
107.0,12.0,46.0,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon
91.0,13.0,47.0,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon
102.0,25.0,50.0,28.20480805,92.91440379,6.099662369,20.36001144,muskmelon
117.0,25.0,53.0,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
85.0,21.0,52.0,29.62800691,90.10051615,6.0751441160000015,23.69586761,muskmelon
104.0,25.0,55.0,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
102.0,24.0,54.0,27.72338349,90.93897939,6.698468621,22.81863447,muskmelon
116.0,25.0,50.0,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
100.0,17.0,48.0,29.72791119,94.29753295,6.367800632000001,26.52364146,muskmelon
110.0,25.0,54.0,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
104.0,25.0,51.0,28.96361426,93.88482153,6.469983276000002,23.56130173,muskmelon
107.0,11.0,54.0,28.59052369,91.33617236,6.094016337999999,29.44008034,muskmelon
98.0,26.0,52.0,27.33897716,90.69759008,6.150090898999999,28.69113835,muskmelon
88.0,17.0,52.0,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
87.0,25.0,46.0,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
120.0,8.0,46.0,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon
95.0,13.0,46.0,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
108.0,22.0,47.0,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon
82.0,13.0,52.0,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
120.0,23.0,55.0,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon
110.0,22.0,47.0,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon
95.0,23.0,45.0,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
106.0,10.0,49.0,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon
99.0,12.0,52.0,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
106.0,20.0,51.0,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon
83.0,11.0,53.0,29.54097171,92.91778307,6.163921247999999,21.9653077,muskmelon
117.0,19.0,55.0,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon
98.0,26.0,49.0,27.29035669,90.53330091,6.130160472999999,23.49535234,muskmelon
113.0,20.0,48.0,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
101.0,17.0,47.0,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon
98.0,7.0,45.0,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon
93.0,22.0,48.0,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon
95.0,21.0,47.0,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon
109.0,12.0,48.0,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
118.0,12.0,47.0,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
100.0,14.0,49.0,29.48882958,91.07574233,6.365956657999999,26.01909355,muskmelon
89.0,9.0,47.0,29.47156259,90.77069618,6.6683827660000015,28.75226067,muskmelon
95.0,16.0,46.0,27.076726500000003,90.14362622,6.74669542,24.4514648,muskmelon
95.0,7.0,45.0,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon
87.0,6.0,45.0,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon
93.0,20.0,50.0,29.93061247,93.22980899,6.448792688999999,24.34814338,muskmelon
84.0,29.0,49.0,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
111.0,5.0,47.0,28.03306461,91.47355778,6.2744528110000015,21.17924769,muskmelon
111.0,5.0,52.0,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon
111.0,15.0,54.0,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon
89.0,11.0,47.0,29.78714005,94.65343534,6.327822962000001,27.8659442,muskmelon
110.0,15.0,48.0,28.57819995,92.86597437,6.2125672110000005,27.598717800000006,muskmelon
95.0,30.0,52.0,29.48069921,90.33698678,6.640470862999999,26.0365768,muskmelon
115.0,12.0,52.0,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
120.0,25.0,50.0,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon
102.0,11.0,45.0,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon
94.0,5.0,55.0,28.5854649,91.89216849,6.085682343999999,26.88372572,muskmelon
84.0,18.0,46.0,27.08808014,93.42402083,6.781050372999999,25.32159689,muskmelon
107.0,22.0,54.0,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
80.0,18.0,52.0,27.87317436,91.14849627,6.484799661,24.05207925,muskmelon
86.0,18.0,45.0,28.96586565,90.71832938,6.566759102000001,22.25838137,muskmelon
113.0,28.0,48.0,28.87726019,92.48839665,6.170520517999999,24.44267592,muskmelon
115.0,18.0,53.0,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
82.0,20.0,54.0,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
98.0,22.0,47.0,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon
117.0,25.0,54.0,28.68275966,92.50969311,6.150686363999999,29.11187663,muskmelon
83.0,15.0,49.0,28.92705913,91.39356832,6.438008152999999,23.20076686,muskmelon
120.0,16.0,51.0,27.99901833,91.64193051,6.547041902999999,23.28618248,muskmelon
111.0,5.0,50.0,27.59350075,91.79742953,6.399891457000001,24.84266123,muskmelon
85.0,21.0,47.0,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
90.0,23.0,54.0,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon
99.0,29.0,55.0,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
102.0,11.0,47.0,27.98780984,92.78226196,6.504906978999999,27.14509034,muskmelon
80.0,18.0,51.0,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
87.0,21.0,52.0,27.350629600000005,94.29119509999998,6.067665497999999,27.21244021,muskmelon
114.0,8.0,52.0,29.34081108,94.5513539,6.419083092,28.22908103,muskmelon
99.0,6.0,46.0,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
89.0,25.0,50.0,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon
96.0,13.0,55.0,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon
82.0,26.0,47.0,28.50416396,93.46806467,6.565312652999999,24.20007242,muskmelon
106.0,21.0,52.0,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon
90.0,15.0,52.0,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon
106.0,16.0,54.0,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
22.0,30.0,12.0,15.78144173,92.51077745,6.354006743999999,119.035002,orange
37.0,6.0,13.0,26.03097313,91.50819306,7.511755067999999,101.2847738,orange
27.0,13.0,6.0,13.36050601,91.35608208,7.335158382,111.2266885,orange
7.0,16.0,9.0,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
